,ad_num,company,model,price,engine,year,hand,km,eng_kind,test,current_owner,prev_owner,צבע,gearbox,trader,area,sub_area
1114,46999389,מאזדה, CX-5,106000,1998,2017,1,94000,7,23-Jun,0,0,שחור,0,0,19,רמת השרון
1115,56990626,יונדאי, סונטה הייבריד,99600,1999,2018,1,92000,7,23-Jul,0,0,לבן,0,0,19,כפר יונה
1116,87430297,ב.מ.וו, סדרה 1,68000,1598,2015,2,119000,7,23-Sep,0,0,לבן,0,0,19,הרצליה
1117,97592599,סיאט, איביזה,18200,1598,2010,2,260000,7,24-Feb,0,0,אדום,0,0,19,נתניה
1118,84029726,קיה, נירו הייבריד,124900,1580,2020,1,63000,7,23-Jul,0,0,אפור,0,0,19,כפר סבא
1119,46645924,מרצדס, EQA,330000,,2022,1,19000,2,24-Jun,0,0,לבן,0,0,19,רמת השרון
1120,52132902,מיני, ONE,75000,1198,2017,2,105000,7,24-Mar,0,0,אדום,0,0,19,רמת השרון
1121,72892117,יונדאי, טוסון,129000,1999,2020,1,50000,7,23-Aug,0,0,בז',0,0,19,כפר סבא
1122,68316280,סקודה, אוקטביה,60000,1197,2015,2,117000,7,23-Oct,0,2,לבן,0,0,19,נתניה
1123,98427567,סקודה, קודיאק,,1395,2017,1,117000,7,23-Jun,0,2,כחול,0,0,19,נתניה
1124,62138841,קיה, ספורטז',59500,1591,2015,3,109000,7,23-Jun,0,0,זהב,0,0,19,כפר סבא
1125,91150217,מיני, קופר,107000,1998,2017,4,58000,7,24-Apr,0,0,בורדו,0,0,19,הרצליה
1126,94156250,ניסאן, קשקאי,130000,1497,2019,1,50000,7,24-Feb,0,0,כסוף,0,0,19,צור משה
1127,62752184,טויוטה, לנד קרוזר ארוך,80000,2982,2006,1,665000,6,23-Sep,0,0,שמפניה,0,0,19,משמרת
1128,74030228,ב.מ.וו, סדרה 2,205000,2979,2015,1,145000,7,23-May,0,0,אפור,0,0,19,הרצליה
1129,46964731,קיה, ספורטז',117000,1999,2019,2,31000,7,23-Jul,0,1,אפור,0,0,19,רעננה
1130,63526706,אאודי, Q3,70000,1984,2014,1,175000,7,23-Dec,0,1,שחור,0,0,19,הוד השרון
1131,94878522,סקודה, קודיאק,231100,1984,2022,1,25000,7,23-Aug,0,1,אפור,0,0,19,נתניה
1132,76860936,ניסאן, קשקאי,65000,1197,2016,2,130000,7,24-Mar,0,0,לבן,0,0,19,מכמורת
1133,83952037,סקודה, קודיאק,148000,1498,2019,2,80000,7,23-Oct,0,0,לבן,0,0,19,ניצני עוז
1134,86512260,פיג'ו,3008,145000,1199,2021,1,28000,7,24-May,0,,אפור,0,0,19,נתניה
1135,85481021,קופרה, פורמנטור,180000,1498,2022,1,20000,7,24-Mar,0,,אפור,0,0,19,עין החורש
1136,67492850,סקודה, קארוק,107000,999,2018,1,39000,7,23-Oct,0,,לבן,0,0,19,הרצליה
1137,64531853,ניסאן, קשקאי,72000,1197,2016,3,128105,7,23-Oct,0,0,כחול,0,0,19,הרצליה
1138,54203973,סקודה, קודיאק,175000,1498,2020,2,75800,7,24-Jan,0,2,אפור,0,0,19,אבן יהודה
1139,71116410,די.אס / DS, DS7 Crossback / קרוסבק,195000,1997,2020,1,41500,6,24-Jan,0,2,שחור,0,0,19,נתניה
1140,61523156,לנד רובר, דיסקברי 3,70000,2720,2006,5,315000,6,23-Nov,0,0,אפור,0,0,19,אלישמע
1141,76104583,פורד, אקספלורר,99000,3497,2014,3,209500,7,24-Jan,0,0,לבן,0,0,19,רמת השרון
1142,49061530,לנד רובר, ריינג' רובר ספורט,,2993,2014,2,278000,6,23-Sep,0,6,לבן,0,0,19,טייבה
1143,41410581,ב.מ.וו, iX3,349000,,2021,1,9500,2,23-Nov,0,6,לבן,0,0,19,נתניה
1144,53975937,קיה, ספורטז',120000,1999,2019,1,110000,7,24-Jan,0,6,אפור,0,0,19,כפר סבא
1145,45994270,יונדאי, טוסון,139000,1999,2020,1,29000,7,23-Jul,0,6,כסוף,0,0,19,נתניה
1146,93433437,מיצובישי, אאוטלנדר,117000,1998,2017,1,78000,7,23-Nov,0,6,לבן,0,0,19,הרצליה
1147,74219333,ב.מ.וו, X3,185000,1998,2018,1,70200,7,23-Jul,0,6,כסוף,0,0,19,כפר ויתקין
1148,91849355,לקסוס, RX450H,160000,3456,2016,2,235000,7,24-Jan,0,0,כסוף,0,0,19,נתניה
1149,43423361,יונדאי, טאראקן,36000,2902,2005,2,210000,6,24-Mar,0,0,אפור,0,0,19,הוד השרון
1150,79122066,ב.מ.וו, X5,,4395,2016,2,150000,7,23-Nov,0,0,ברונזה,0,0,19,הרצליה
1151,85782729,סובארו, פורסטר,129000,2498,2019,1,104000,7,24-Mar,0,0,לבן,0,0,19,רעננה
1152,65396111,יונדאי, טוסון,80000,1591,2016,1,75000,7,,0,,כסוף,0,0,19,כפר סבא
1153,85782729,סובארו, פורסטר,129000,2498,2019,1,104000,7,24-Mar,0,,לבן,0,0,19,רעננה
1154,51205838,האמר, H3,78000,3460,2006,2,320000,7,23-Dec,0,3,חום,0,0,19,נתניה
1155,53034030,מרצדס, GLC,425000,1991,2021,2,15000,3,23-May,0,0,חום,0,0,19,כפר סבא
1156,73463691,מיצובישי, ASX,82000,1998,2018,2,127500,7,24-Mar,0,0,בורדו,0,0,19,רמת השרון
1157,89636717,סקודה, קודיאק,149555,1984,2017,2,140000,7,23-Aug,0,0,בורדו,0,0,19,כפר סבא
1158,74595772,טויוטה, RAV4 הייבריד,149000,2494,2018,2,55000,7,23-Aug,0,0,לבן,0,0,19,הרצליה
1159,67259656,וולוו, XC90,455000,1969,2021,1,55000,3,23-Jun,0,0,לבן,0,0,19,גבעת שפירא
1160,67485783,סיטרואן, C5 איירקרוס,120000,1499,2021,2,40500,6,24-Apr,0,0,אפור,0,0,19,רעננה
1161,96498792,לנד רובר, דיפנדר,155000,2495,1997,5,357000,6,24-Apr,0,0,אפור,1,0,19,נתניה
1162,86867279,יונדאי, טוסון,93000,1999,2016,3,134000,7,23-Aug,0,0,אפור,0,0,19,הרצליה
1163,62728687,ג'יפ / Jeep, קומפאס,185000,1332,2022,1,6800,7,23-Jul,0,0,אפור,0,0,19,הרצליה
1164,62910739,וולוו, XC60,204000,1969,2020,1,25000,7,24-Feb,0,0,אפור,0,0,19,רמת השרון
1165,44048618,ניסאן, אקס טרייל,69900,1598,2016,1,220000,6,23-May,0,0,אפור,0,0,19,גאולי תימן
1166,79274054,אאודי, Q3,69000,1984,2012,1,190000,7,24-Jan,0,0,לבן,0,0,19,רמת השרון
1167,91551045,סקודה, קודיאק,140000,1968,2018,2,103000,6,23-Oct,0,0,לבן,0,0,19,נתניה
1168,44465510,פולקסווגן, טיגואן,133000,1395,2018,1,41100,7,23-Jul,0,0,אפור,0,0,19,רעננה
1169,62867580,פורד, אדג' / EDGE,,1999,2019,1,42000,7,23-Oct,0,0,אפור,0,0,19,כפר סבא
1170,62867580,פורד, אדג' / EDGE,,1999,2019,1,42000,7,23-Oct,0,,אפור,0,0,19,כפר סבא
1171,43265026,מיצובישי, אאוטלנדר PHEV,139000,2360,2020,1,98000,3,24-Jan,0,,כסוף,0,0,19,כפר סבא
1172,77906607,שברולט, בלייזר (2019 ואילך),233000,1997,2021,1,37000,7,24-Jan,0,,אפור,0,0,19,הוד השרון
1173,92340614,אאודי, Q3,229000,1498,2021,1,18000,7,23-May,0,,לבן,0,0,19,נתניה
1174,77257534,סוזוקי, ג'ימני,128500,1462,2020,1,29000,7,24-May,0,,לבן,1,0,19,רעננה
1175,45469541,אאודי, Q5,95000,1984,2014,1,87300,7,24-Feb,0,,לבן,0,0,19,הוד השרון
1176,77927887,מיצובישי, אאוטלנדר,98000,1998,2016,3,99000,7,24-Jan,0,0,לבן,0,0,19,טייבה
1177,78134648,סקודה, קודיאק,197000,1968,2020,1,98000,6,23-Aug,0,0,אפור,0,0,19,בית חרות
1178,81585276,לנד רובר, ריינג' רובר ספורט,520000,2996,2020,2,40000,7,24-Jan,0,0,לבן,0,0,19,עדנים
1179,55816707,מרצדס, GLC-Class קופה,468500,1991,2022,2,8000,7,23-Aug,0,0,אפור,0,0,19,הרצליה
1180,56917837,מיצובישי, אאוטלנדר,99000,1998,2017,2,101000,7,23-Jul,0,0,אפור,0,0,19,הרצליה
1181,56457672,ג'יפ / Jeep, גרנד צ'ירוקי,45000,3700,2010,2,300000,7,23-Aug,0,0,כסוף,0,0,19,הרצליה
1182,97459385,אאודי, Q3,103000,1395,2017,3,130000,7,24-Jan,0,0,שחור,0,0,19,נתניה
1183,78443509,קיה, ספורטז',77000,1591,2016,1,78000,7,23-May,0,0,שחור,0,0,19,כפר סבא
1184,54740905,ניסאן, קשקאי,150000,1332,2021,1,27000,7,24-Mar,0,0,לבן,0,0,19,נתניה
1185,52804550,קאדילק, XT5,210000,3649,2019,1,26400,7,24-Jan,0,0,אפור,0,0,19,נתניה
1186,52782157,מאזדה, CX-5,95000,1998,2017,1,116000,7,24-Jan,0,0,שחור,0,0,19,נתניה
1187,66358114,קיה, ספורטז',65500,1591,2016,2,94600,7,23-Jul,0,1,שחור,0,0,19,הוד השרון
1188,84097586,אלפא רומיאו, סטלויו,180000,1995,2018,2,120000,7,23-Nov,0,0,לבן,0,0,19,כפר נטר
1189,43027753,ב.מ.וו, X5,159000,2993,2015,4,145200,6,24-Jan,0,0,שחור,0,0,19,הרצליה
1190,93957431,ג'יפ / Jeep, גרנד צ'ירוקי,65000,4701,2009,3,275000,7,24-Apr,0,0,כסוף,0,0,19,רשפון
1191,63401292,מאזדה, CX-3,133000,1496,2022,1,5400,7,23-Sep,0,0,כחול,0,0,19,כפר סבא
1192,88795528,קיה, ספורטז',125000,1598,2021,1,46500,7,23-May,0,0,כחול,0,0,19,תל מונד
1193,73941528,אאודי, Q5,95000,1984,2014,2,112000,7,24-Jan,0,0,שחור,0,0,19,נתניה
1194,76125269,סקודה, קודיאק,209900,1984,2021,1,39000,7,24-Jan,0,0,אפור,0,0,19,הרצליה
1195,49757809,פורד, אקספלורר,159000,3497,2018,2,95000,7,24-Feb,0,0,שחור,0,0,19,נתניה
1196,87127508,סקודה, קודיאק,129800,1395,2017,2,90000,7,23-Aug,0,9,שחור,0,0,19,רמת השרון
1197,45450196,ניסאן, קשקאי,119000,1332,2019,1,39000,7,23-Jun,0,9,שחור,0,0,19,רעננה
1198,73365845,סוזוקי, ויטרה,110000,998,2020,1,23000,7,24-Mar,0,9,שחור,0,0,19,רעננה
1199,58882833,מרצדס, GLA,400000,1991,2021,1,19000,7,23-Jun,0,9,אפור,0,0,19,רעננה
1200,56415627,הונדה, HR-V,89000,1498,2019,1,108000,7,24-Feb,0,9,אפור,0,0,19,רעננה
1201,59399236,פורד, אקספלורר,35000,4601,2009,4,255000,7,24-Mar,0,0,בורדו,0,0,19,כפר סבא
1202,67995040,ב.מ.וו, X5,255000,1997,2017,2,38000,3,23-Nov,0,9,לבן,0,0,19,רמת השרון
1203,84159200,קאדילק, XT5,191000,3649,2019,2,91000,7,24-Apr,0,0,לבן,0,0,19,הרצליה
1204,83662043,טויוטה, RAV4 הייבריד,160000,2487,2019,2,118000,7,24-Jan,0,0,לבן,0,0,19,כוכב יאיר / צור יגאל
1205,99966310,מרצדס, EQC,479000,,2021,1,23400,2,24-Feb,0,0,כחול,0,0,19,הרצליה
1206,63802810,ג'יפ / Jeep, גרנד צ'ירוקי,95000,2987,2012,2,257000,6,24-Mar,0,0,שחור,0,0,19,כפר סבא
1207,87379342,קיה, ספורטז',110000,1999,2019,1,73000,7,23-Jun,0,0,כסוף,0,0,19,כפר סבא
1208,96395239,אאודי, RSQ3,407000,2480,2021,3,26000,7,24-Jan,0,0,שחור,0,0,19,נתניה
1209,87828338,טויוטה, לנד קרוזר פרדו ארוך,72300,3378,2003,2,330000,7,23-May,0,0,כסוף,0,0,19,נתניה
1210,87773763,ב.מ.וו, X6,729000,4395,2022,1,12000,7,23-May,0,0,שחור,0,0,19,נתניה
1211,64549077,יונדאי, טוסון,93000,1999,2016,1,150000,7,23-Aug,0,0,לבן,0,0,19,בת חפר
1212,57221263,סובארו, פורסטר,155000,2498,2019,1,50000,7,23-Oct,0,0,לבן,0,0,19,קדימה צורן
1213,42576990,טויוטה, RAV4 הייבריד,205000,2487,2019,2,1040000,7,24-Feb,0,0,לבן,0,0,19,קלנסווה
1214,73675013,פיג'ו,2008,61500,1199,2017,1,50000,7,24-Mar,0,0,אדום,0,0,19,כפר יונה
1215,79309022,הונדה, HR-V,100000,1498,2019,1,29000,7,24-Jan,0,0,שחור,0,0,19,הוד השרון
1216,84198759,ניסאן, קשקאי,119000,1497,2019,2,80500,7,23-Apr,0,0,אפור,0,0,19,כפר סבא
1217,61870353,פורשה, קאיין,173000,3598,2015,1,88000,7,24-Jan,0,0,לבן,0,0,19,נתניה
1218,48086944,מיצובישי, אאוטלנדר,74500,1998,2015,1,181000,7,24-Jan,0,0,שחור,0,0,19,רמת השרון
1219,78039503,פולקסווגן, טיגואן,185000,1498,2021,1,28000,7,23-Jun,0,0,חום,0,0,19,נתניה
1220,54038486,יונדאי, iX35,39000,1998,2012,3,200000,7,23-Aug,0,0,שחור,0,0,19,אחיטוב
1221,81588017,אם. ג'י. / MG, EHS PHEV,175000,1490,2023,1,3100,3,24-Jan,0,0,שחור,0,0,19,נתניה
1222,54377749,אאודי, Q2,140000,1498,2019,1,44000,7,23-Oct,0,0,אפור,0,0,19,רמת השרון
1223,57839177,יונדאי, קונה,99000,1591,2020,2,48000,7,24-Mar,0,0,ירוק,0,0,19,תל מונד
1224,85369068,טויוטה, לנד קרוזר ארוך,,2982,2014,1,69500,6,23-Apr,0,,כסוף,0,0,19,קלנסווה
1225,69368757,מרצדס, GLE קופה,750000,2999,2022,1,30000,7,23-Jun,0,,אפור,0,0,19,נתניה
1226,76785709,ג'יפ / Jeep, רנגלר קצר,210000,3604,2015,2,58500,7,24-Apr,0,0,אדום,0,0,19,בית יצחק שער חפר
1227,95708433,ניסאן, קשקאי,110000,1197,2018,1,90000,7,24-Jan,0,0,לבן,0,0,19,נתניה
1228,89899410,טויוטה, לנד קרוזר ארוך,190000,2982,2010,2,197000,6,23-Nov,0,0,אפור,0,0,19,עין שריד
1229,83579364,מיצובישי, אאוטלנדר,90000,1998,2016,1,142800,7,24-Jan,0,0,אפור,0,0,19,נתניה
1230,89545599,אאודי, Q7,340000,2967,2019,2,90000,6,23-May,0,0,כסוף,0,0,19,הרצליה
1231,65926218,קיה, ספורטז',98500,1999,2018,1,75000,7,24-Jan,0,0,אפור,0,0,19,הוד השרון
1232,54641894,מיצובישי, ASX,92500,1998,2018,2,23500,7,24-Jan,0,0,לבן,0,0,19,כפר סבא
1233,59186493,טויוטה, RAV4 ארוך,79800,1987,2014,2,117000,7,23-Oct,0,0,שחור,0,0,19,אבן יהודה
1234,95976366,מאזדה, CX-5,117000,1998,2018,1,52000,7,23-Dec,0,0,לבן,0,0,19,קדימה צורן
1235,73123736,ג'יפ / Jeep, גרנד צ'ירוקי (עד 2004),82000,5216,1997,4,196000,7,23-Jun,0,0,אפור,0,0,19,רעננה
1236,71728889,רנו, קדגא'ר,103000,1461,2019,2,92500,6,24-Apr,0,1,לבן,0,0,19,הרצליה
1237,88582126,סקודה, קודיאק,125000,1395,2018,2,120000,7,24-Mar,0,0,חום,0,0,19,חגלה
1238,91141696,לקסוס, RX350,115000,3456,2015,1,145000,7,23-Mar,3,0,לבן,0,0,19,גני עם
1239,65178183,לנד רובר, דיסקברי ספורט,299000,1997,2021,1,23000,7,24-Jan,0,0,לבן,0,0,19,משמרת
1240,46135417,טויוטה, לנד קרוזר ארוך,190000,2982,2010,3,258000,6,23-Jul,0,0,כסוף,0,0,19,נתניה
1241,93164493,סוזוקי, ויטרה,71000,1586,2016,2,127000,7,24-Mar,0,0,קרם,0,0,19,הרצליה
1242,86273981,אינפיניטי, QX70 / FX37,142000,3696,2015,1,122000,7,23-Jul,0,,אפור,0,0,19,תל מונד
1243,93164493,סוזוקי, ויטרה,71000,1586,2016,2,127000,7,24-Mar,0,0,קרם,0,0,19,הרצליה
1244,89744026,דאצ'יה, דאסטר החדש,71000,1461,2019,1,160000,6,24-Oct,3,0,לבן,1,0,19,כפר סבא
1245,61431306,ג'יפ / Jeep, גרנד צ'ירוקי,,3604,2021,1,52500,7,24-Feb,0,0,לבן,0,0,19,קדימה צורן
1246,96997808,וולוו, XC40,158000,1969,2018,1,85000,7,23-Aug,0,0,לבן,0,0,19,ביתן אהרן
1247,87275335,אאודי, Q2,147000,1498,2020,1,57000,7,23-Jun,0,0,שחור,0,0,19,נורדיה
1248,51756357,ב.מ.וו, X3,90000,1995,2015,1,299000,6,23-Apr,0,0,לבן,0,0,19,הרצליה
1249,63104825,שברולט, טראוורס,65000,3564,2014,3,125000,7,24-Feb,0,1,לבן,0,0,19,פרדסיה
1250,45469666,ניסאן, קשקאי,112000,1197,2018,1,46500,7,23-Oct,0,1,לבן,0,0,19,כפר סבא
1251,62851680,סוזוקי, ג'ימני,29000,1328,2005,3,250000,7,23-Apr,0,0,בז',0,0,19,רעננה
1252,67915357,ב.מ.וו, X2,255000,1499,2022,3,24000,3,24-Jan,0,0,שחור,0,0,19,טירה
1253,89461036,סקודה, קודיאק,160000,1498,2020,1,91000,7,23-Nov,0,0,כסוף,0,0,19,כפר יונה
1254,64494073,טויוטה, לנד קרוזר ארוך,,2755,2022,1,29000,6,24-Mar,0,0,אפור,0,0,19,כפר יונה
1255,43654347,אינפיניטי, QX70 / FX37,148000,3696,2017,1,125000,7,24-Sep,0,0,אפור,0,0,19,רעננה
1256,45450304,מיצובישי, אאוטלנדר,142500,1998,2020,1,46000,7,24-Jan,0,0,לבן,0,0,19,כפר סבא
1257,71221468,מיצובישי, אאוטלנדר,96000,1998,2017,1,156000,7,23-Sep,0,0,לבן,0,0,19,צופית
1258,77255774,סובארו, פורסטר,117000,1995,2018,1,128000,7,23-Nov,0,0,לבן,0,0,19,כוכב יאיר / צור יגאל
1259,94972133,מיצובישי, אאוטלנדר,110000,1998,2018,1,65000,7,23-Sep,0,0,אפור,0,0,19,הרצליה
1260,55196191,קאדילק, XT4,215000,1997,2020,1,12500,7,23-Jul,0,,אפור,0,0,19,כפר סבא
1261,77255774,סובארו, פורסטר,117000,1995,2018,1,128000,7,23-Nov,0,,לבן,0,0,19,כוכב יאיר / צור יגאל
1262,94972133,מיצובישי, אאוטלנדר,110000,1998,2018,1,65000,7,23-Sep,0,,אפור,0,0,19,הרצליה
1263,41332384,ב.מ.וו, X6,,2998,2022,1,35000,7,24-Mar,0,,שחור,0,0,19,טירה
1264,58019141,שברולט, טראוורס,212000,3564,2020,1,41000,7,23-Jul,0,,לבן,0,0,19,כפר סבא
1265,77766157,וולוו, XC90,315000,1969,2019,2,118000,3,24-Jan,0,0,לבן,0,0,19,רמת השרון
1266,86338847,טויוטה, לנד קרוזר ארוך,315000,2755,2018,1,58200,6,23-Jun,0,0,לבן,0,0,19,רעננה
1267,79474981,מאזדה, CX-30,145000,1998,2021,2,48000,7,24-Jan,0,0,לבן,0,0,19,נתניה
1268,52234794,אאודי, Q2,,1498,2021,1,44000,7,24-Feb,0,0,אפור,0,0,19,הרצליה
1269,58864023,לקסוס, NX,,1998,2015,1,260000,7,23-Nov,0,0,שחור,0,0,19,אבן יהודה
1270,52929527,מאזדה, CX-5,125000,1998,2018,1,75000,7,23-Nov,0,0,אדום,0,0,19,שדה ורבורג
1271,64105696,טויוטה, לנד קרוזר ארוך,270000,2755,2017,1,88000,6,23-May,0,0,לבן,0,0,19,הרצליה
1272,77872702,פורד, קוגה,74500,1498,2018,1,107000,7,23-Dec,0,0,לבן,0,0,19,נתניה
1273,71665986,פולקסווגן, טיגואן,152500,1984,2020,1,102000,7,24-Jan,0,0,לבן,0,0,19,בני ציון
1274,58393261,שברולט, טראוורס,160000,3564,2020,2,65700,7,24-Mar,3,1,לבן,0,0,19,הוד השרון
1275,94751112,דאצ'יה, דאסטר החדש,87000,1461,2019,2,55000,6,24-Mar,0,0,לבן,1,0,19,הרצליה
1276,89763587,ניסאן, קשקאי,122000,1332,2019,1,44300,7,24-Apr,0,0,לבן,0,0,19,רמת השרון
1277,98814489,קיה, ספורטז',102000,1591,2018,1,108000,7,24-Apr,0,0,לבן,0,0,19,רעננה
1278,98814489,קיה, ספורטז',102000,1591,2018,1,108000,7,24-Apr,0,,לבן,0,0,19,רעננה
1279,91133254,האמר, H2,365000,5998,2006,1,147800,7,23-Oct,0,,כתום,0,0,19,קדימה צורן
1280,72024044,מיצובישי, אאוטלנדר,91500,1998,2016,1,150670,7,23-May,0,,אפור,0,0,19,כפר סבא
1281,56840128,ב.מ.וו, X5,319000,1997,2019,1,56000,3,23-Apr,0,,אפור,0,0,19,כפר שמריהו
1282,77475136,ניסאן, אקס טרייל,142000,1995,2018,2,82000,6,23-Jun,0,0,לבן,0,0,19,הוד השרון
1283,49401806,וולוו, XC90,435000,1969,2021,2,30000,3,24-May,0,0,לבן,0,0,19,אבן יהודה
1284,65451785,סוזוקי, ויטרה,81900,1586,2017,1,99000,7,24-Jan,0,0,לבן,0,0,19,הרצליה
1285,74820972,יונדאי, טוסון,105000,1999,2018,2,30000,7,24-Apr,0,0,שחור,0,0,19,הרצליה
1286,42315185,ניסאן, אקס טרייל,97000,1598,2018,1,109000,6,24-Feb,0,0,שחור,0,0,19,רעננה
1287,84214609,פורד, טרנזיט קוסטום,200000,1995,2021,1,5000,6,24-Jan,0,0,כסוף,0,0,19,כפר יונה
1288,45935257,מיצובישי, אאוטלנדר,137000,1998,2020,2,76000,7,23-Jul,0,0,אפור,0,0,19,כפר סבא
1289,48893728,אאודי, E-tron,,,2019,2,98000,2,23-Jul,0,0,לבן,0,0,19,חגור
1290,89172339,שברולט, סילברדו 2500,110000,6600,2017,2,245000,6,24-Mar,0,3,לבן,0,0,19,הוד השרון
1291,81923169,סיטרואן, ברלינגו דור 2 (2008-2019),48000,1560,2016,3,1200989,6,23-Aug,0,0,לבן,1,0,19,נתניה
1292,75235626,פורד, F-250,173000,6700,2020,1,137000,6,23-Aug,0,0,אפור,0,0,19,קרית חינוך בן גוריון עמק חפר
1293,64707264,פיאט, דוקאטו ארוך,134000,2287,2018,1,170000,6,23-Dec,0,0,לבן,1,0,19,הרצליה
1294,41302423,פיאט, דוקאטו קצר/בינוני,65000,2287,2015,2,185000,6,24-Jan,0,0,לבן,1,0,19,שער אפרים
1295,58678987,טסלה, מודל 3,221000,,2021,1,41000,2,24-Oct,0,0,לבן,0,0,19,נתניה
1296,71149976,מרצדס, CLA,115000,1595,2016,3,75000,7,23-Jun,0,0,פלטינה,0,0,19,הוד השרון
1297,84847290,אופל, אסטרה,25000,1364,2015,3,170000,7,23-Oct,0,0,פלטינה,0,0,19,הרצליה
1298,57994472,טסלה, מודל 3,215000,,2022,1,18000,2,23-Oct,0,0,שחור,0,0,19,רמת השרון
1299,63838705,מאזדה,3,83000,1998,2018,2,67000,7,24-Jan,0,0,כסוף,0,0,19,הרצליה
1300,95443224,הונדה, סיוויק סדאן החדשה,185000,1498,2022,1,24000,7,24-May,0,0,אפור,0,0,19,נתניה
1301,84976673,מיני, JCW,285000,1998,2023,1,1800,7,26-Jan,0,0,אפור,0,0,19,הרצליה
1302,46045125,קרייזלר, גראנד וויאג'ר,93324,3604,2016,2,20000,7,23-Aug,0,0,לבן,0,0,19,נתניה
1303,55780367,סיאט, איביזה,51000,999,2017,2,105000,7,23-Aug,0,1,אפור,0,0,19,הוד השרון
1304,75723231,רנו, קפצ'ור,48500,1197,2016,3,54000,7,23-Aug,0,0,כתום,0,0,19,הוד השרון
1305,96085500,סקודה, אוקטביה,38000,1395,2013,5,225000,7,23-Sep,0,2,ברונזה,0,0,19,טייבה
1306,81207733,קיה, נירו הייבריד,97000,1580,2019,1,125000,7,24-Apr,0,2,אדום,0,0,19,מתן
1307,65989452,פיג'ו,3008,125000,1598,2019,1,67500,7,24-Jan,0,2,לבן,0,0,19,בית יהושע
1308,81479878,מרצדס, C-Class קופה / קבריולט,395000,2996,2018,3,79000,7,23-Oct,0,0,כסוף,0,0,19,טירה
1309,61193637,יונדאי, סונטה הייבריד,118000,1999,2019,2,97000,7,24-Jan,0,0,כסוף,0,0,19,הוד השרון
1310,81422317,פורד, מוסטנג,280000,2253,2022,1,8000,7,24-Jan,0,0,אפור,0,0,19,רמת השרון
1311,67409052,ביואיק, לה קרוס,42000,3564,2012,3,210000,7,24-Jan,0,0,לבן,0,0,19,כוכב יאיר / צור יגאל
1312,42150278,אלפא רומיאו, ג'וליה,122000,1995,2018,2,125000,7,24-Jan,0,0,אפור,0,0,19,פרדסיה
1313,46187881,סובארו, אימפרזה החדשה,38000,1600,2016,2,148000,7,24-Feb,0,1,שחור,0,0,19,כפר סבא
1314,92450994,וולוו, S90,155000,1969,2018,2,108000,7,24-Feb,0,0,כסוף,0,0,19,כוכב יאיר / צור יגאל
1315,82234087,יונדאי, i25,20000,1396,2012,2,210000,7,23-Jun,0,1,שחור,0,0,19,אבן יהודה
1316,42571554,אופל, אסטרה,27000,1364,2015,2,175000,7,23-Jun,0,0,לבן,0,0,19,הרצליה
1317,42556705,סובארו, XV,60000,1995,2015,1,148000,7,24-Jan,0,0,לבן,0,0,19,הוד השרון
1318,99850263,הונדה, סיוויק Type-R,169000,1996,2017,2,64741,7,23-May,0,3,כחול,1,0,19,שדה ורבורג
1319,45090372,מרצדס, E-Class קופה / קבריולט,,1991,2021,1,57000,7,24-Jan,0,3,לבן,0,0,19,רעננה
1320,68135003,מיני, קופר,85000,1998,2014,5,94500,7,23-Nov,0,0,כתום,0,0,19,כפר סבא
1321,64673058,פולקסווגן, פאסאט CC,72000,1798,2014,3,152000,7,24-Feb,0,0,לבן,0,0,19,הוד השרון
1322,84936834,טויוטה, אייגו (AYGO),67000,998,2021,1,16154,7,24-Feb,0,0,כסוף,0,0,19,בית יצחק שער חפר
1323,67848295,ניסאן, סנטרה,,1997,2022,1,16000,7,24-Jan,0,0,לבן,0,0,19,הרצליה
1324,99683102,קיה, פיקנטו,72000,1248,2019,1,17000,7,23-Apr,0,0,לבן,0,0,19,הרצליה
1325,68574930,קיה, פיקנטו,82000,1248,2022,1,17000,7,23-Apr,0,0,לבן,0,0,19,כפר סבא
1326,67049207,ניסאן, ג'וק / Juke,95000,999,2020,1,40000,7,23-Jul,0,0,שחור,0,0,19,טייבה
1327,93691896,סיאט, אלתיאה XL,24000,1798,2011,1,146400,7,24-Jan,0,0,כסוף,0,0,19,הרצליה
1328,78496327,רנו, קליאו דור 5 (2019 ואילך),70000,999,2020,2,66000,7,23-Jul,0,0,לבן,0,0,19,רמת השרון
1329,79656071,סיאט, לאון,85000,1798,2015,3,92000,7,23-Jun,0,0,לבן,0,0,19,רעננה
1330,59114910,וולוו, S90,298000,1969,2019,1,45000,3,23-Apr,0,0,לבן,0,0,19,הרצליה
1331,69151796,פיג'ו,3008,109000,1598,2017,1,79500,7,23-Jun,0,0,לבן,0,0,19,הרצליה
1332,78672619,הונדה, אקורד,50000,3500,2009,3,235000,7,23-Jul,0,0,לבן,0,0,19,הרצליה
1333,49819397,שברולט, סוניק,19000,1398,2012,2,97000,7,23-Aug,0,0,לבן,0,0,19,גאולי תימן
1334,49203484,ב.מ.וו, סדרה 5,,1998,2021,1,56000,3,23-Feb,0,0,שחור,0,0,19,נתניה
1335,92759354,מרצדס, CLA,135000,1595,2017,1,98000,7,24-Feb,0,0,כסף,0,0,19,הוד השרון
1336,82745574,אופל, אדם,37000,1398,2016,1,79000,7,23-Aug,0,0,שמפניה,0,0,19,הרצליה
1337,45440476,טויוטה, פריוס,72000,1798,2016,2,130000,7,23-May,0,0,שמפניה,0,0,19,כוכב יאיר / צור יגאל
